Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
24,32,24-32,depok_air_lag6,137.5,24-61,24-62,24-62,1724.77515,118.0,
24,33,24-33,dayofyear_sin,-0.999832988,24-63,24-64,24-64,1663.60547,3924.0,
24,34,24-34,manggarai_air_lag21,710.0,24-65,24-66,24-66,2619.05859,3320.0,
24,35,24-35,depok_air_lag9,180.0,24-67,24-68,24-68,1835.11182,175.0,
24,36,24-36,dayofyear_sin,0.93957001,24-69,24-70,24-70,6485.93359,10.0,
24,37,24-37,Leaf,,,,,0.89351809,1.0,
24,38,24-38,Leaf,,,,,-0.29497987,1.0,
24,39,24-39,time_index,23771.0,24-71,24-72,24-72,1775.98193,28.0,
24,40,24-40,Leaf,,,,,-22.5532608,1.0,
24,41,24-41,katulampa_air_lag4,35.0,24-73,24-74,24-74,3902.1687,1022.0,
24,42,24-42,manggarai_air_lag6,520.0,24-75,24-76,24-76,4229.125,1482.0,
24,43,24-43,time_index,19791.0,24-77,24-78,24-78,3802.49414,7232.0,
24,44,24-44,katulampa_air_lag3,35.0,24-79,24-80,24-80,78298.8828,26.0,
24,45,24-45,dayofyear_cos,-0.114787623,24-81,24-82,24-82,953.986328,1094.0,
24,46,24-46,depok_air_lag19,96.0,24-83,24-84,24-84,2660.47363,524.0,
24,47,24-47,depok_cuaca_lag6_hujan,1.0,24-85,24-86,24-86,3930.43359,1408.0,
24,48,24-48,dayofyear_cos,-0.993512869,24-87,24-88,24-88,1460.61914,146.0,
24,49,24-49,dayofyear_sin,0.983146966,24-89,24-90,24-90,4513.61719,473.0,
24,50,24-50,depok_cuaca_lag2_hujan,1.0,24-91,24-92,24-92,2974.79395,300.0,
24,51,24-51,depok_air_lag14,180.0,24-93,24-94,24-94,3263.91406,143.0,
24,52,24-52,dayofyear_sin,0.517585516,24-95,24-96,24-96,1553.29297,307.0,
24,53,24-53,depok_air_lag10,125.0,24-97,24-98,24-98,1314.82422,245.0,
24,54,24-54,hour_sin,-0.707106769,24-99,24-100,24-100,1027.78711,107.0,
24,55,24-55,manggarai_air_lag2,555.0,24-101,24-102,24-102,730.0,1750.0,
24,56,24-56,time_index,157.0,24-103,24-104,24-104,21597.0039,12.0,
24,57,24-57,Leaf,,,,,-11.3548241,1.0,
24,58,24-58,hour_sin,0.866025388,24-105,24-106,24-106,110.918556,4.0,
24,59,24-59,hour_cos,0.965925813,24-107,24-108,24-108,24138.3281,123.0,
24,60,24-60,manggarai_cuaca_lag7_hujan,1.0,24-109,24-110,24-110,2482.21875,3144.0,
24,61,24-61,hour_sin,-0.965925813,24-111,24-112,24-112,1613.88098,108.0,
24,62,24-62,dayofyear_cos,0.652345598,24-113,24-114,24-114,166.714844,10.0,
24,63,24-63,depok_air_lag19,86.0,24-115,24-116,24-116,68692.2656,49.0,
24,64,24-64,hour_cos,-0.965925813,24-117,24-118,24-118,1171.66016,3875.0,
24,65,24-65,time_index,6393.0,24-119,24-120,24-120,2119.82251,3256.0,
24,66,24-66,katulampa_cuaca_lag18_hujan,1.0,24-121,24-122,24-122,45930.7852,64.0,
24,67,24-67,manggarai_air_lag5,640.0,24-123,24-124,24-124,1274.26538,172.0,
24,68,24-68,Leaf,,,,,2.57726145,3.0,
24,69,24-69,Leaf,,,,,-5.12217236,2.0,
24,70,24-70,katulampa_air_lag3,15.0,24-125,24-126,24-126,386.136353,8.0,
24,71,24-71,manggarai_air_lag4,592.5,24-127,24-128,24-128,887.967285,21.0,
24,72,24-72,hour_cos,0.258819044,24-129,24-130,24-130,203.070068,7.0,
24,73,24-73,depok_air_lag12,106.0,24-131,24-132,24-132,1999.10498,952.0,
24,74,24-74,manggarai_air_lag5,625.0,24-133,24-134,24-134,2134.12695,70.0,
24,75,24-75,Leaf,,,,,-4.5092864,1.0,
24,76,24-76,depok_air_lag12,96.0,24-135,24-136,24-136,2032.78845,1481.0,
24,77,24-77,manggarai_cuaca_lag1_hujan,1.0,24-137,24-138,24-138,6612.9834,1855.0,
24,78,24-78,manggarai_air_lag2,658.0,24-139,24-140,24-140,1160.10352,5377.0,
24,79,24-79,Leaf,,,,,-20.0965099,1.0,
24,80,24-80,depok_air_lag8,120.0,24-141,24-142,24-142,597.982605,25.0,
24,81,24-81,manggarai_air_lag5,765.0,24-143,24-144,24-144,1088.44238,944.0,
24,82,24-82,manggarai_cuaca_lag1_hujan,1.0,24-145,24-146,24-146,2012.58447,150.0,
24,83,24-83,depok_air_lag12,155.0,24-147,24-148,24-148,6227.32666,36.0,
24,84,24-84,manggarai_air_lag5,650.0,24-149,24-150,24-150,1519.7019,488.0,
24,85,24-85,manggarai_cuaca_lag1_hujan,1.0,24-151,24-152,24-152,2147.72461,1214.0,
24,86,24-86,katulampa_air_lag19,45.0,24-153,24-154,24-154,924.441406,194.0,
24,87,24-87,hour_sin,0.707106769,24-155,24-156,24-156,2599.63599,4.0,
24,88,24-88,depok_air_lag6,170.0,24-157,24-158,24-158,1575.64258,142.0,
24,89,24-89,depok_air_lag20,195.0,24-159,24-160,24-160,4374.30908,457.0,
24,90,24-90,depok_air_lag8,165.0,24-161,24-162,24-162,37781.0586,16.0,
24,91,24-91,dayofyear_sin,-0.599551499,24-163,24-164,24-164,731.083252,265.0,
24,92,24-92,manggarai_cuaca_lag1_hujan,1.0,24-165,24-166,24-166,1390.07471,35.0,
24,93,24-93,manggarai_air_lag4,650.0,24-167,24-168,24-168,1298.5498,108.0,
24,94,24-94,manggarai_air_lag21,715.0,24-169,24-170,24-170,14777.8281,35.0,
24,95,24-95,manggarai_air_lag9,765.0,24-171,24-172,24-172,717.472656,160.0,
24,96,24-96,depok_air_lag9,135.0,24-173,24-174,24-174,885.558594,147.0,
24,97,24-97,katulampa_air_lag5,35.0,24-175,24-176,24-176,443.256836,25.0,
24,98,24-98,manggarai_air_lag2,800.0,24-177,24-178,24-178,897.587891,220.0,
24,99,24-99,dayofyear_cos,0.479377657,24-179,24-180,24-180,564.208984,7.0,
24,100,24-100,time_index,13697.0,24-181,24-182,24-182,558.939453,100.0,
24,101,24-101,Leaf,,,,,-1.14524102,20.0,
24,102,24-102,Leaf,,,,,-0.540030181,1730.0,
24,103,24-103,Leaf,,,,,-12.0129461,1.0,
24,104,24-104,Leaf,,,,,-0.64553529,11.0,
24,105,24-105,Leaf,,,,,0.628990173,3.0,
24,106,24-106,Leaf,,,,,-0.329211444,1.0,
24,107,24-107,Leaf,,,,,-0.357049823,112.0,
24,108,24-108,Leaf,,,,,-5.08065605,11.0,
24,109,24-109,Leaf,,,,,-0.336047143,3112.0,
24,110,24-110,Leaf,,,,,-1.21001112,32.0,
24,111,24-111,Leaf,,,,,2.5044291,2.0,
24,112,24-112,Leaf,,,,,0.149389073,106.0,
24,113,24-113,Leaf,,,,,1.80510032,7.0,
24,114,24-114,Leaf,,,,,0.607670605,3.0,
24,115,24-115,Leaf,,,,,-0.0581364892,48.0,
24,116,24-116,Leaf,,,,,-18.9742641,1.0,
24,117,24-117,Leaf,,,,,-0.513883471,144.0,
24,118,24-118,Leaf,,,,,-0.223474815,3731.0,
24,119,24-119,Leaf,,,,,-0.221597105,953.0,
24,120,24-120,Leaf,,,,,-0.0442987382,2303.0,
24,121,24-121,Leaf,,,,,0.029418746,60.0,
24,122,24-122,Leaf,,,,,-9.94590664,4.0,
24,123,24-123,Leaf,,,,,0.32581687,162.0,
24,124,24-124,Leaf,,,,,1.44472158,10.0,
24,125,24-125,Leaf,,,,,-0.360346675,4.0,
24,126,24-126,Leaf,,,,,0.895172119,4.0,
24,127,24-127,Leaf,,,,,0.845413804,4.0,
24,128,24-128,Leaf,,,,,-0.67130059,17.0,
24,129,24-129,Leaf,,,,,0.319012463,2.0,
24,130,24-130,Leaf,,,,,1.68498838,5.0,
24,131,24-131,Leaf,,,,,-0.128920421,788.0,
24,132,24-132,Leaf,,,,,-0.512032032,164.0,
24,133,24-133,Leaf,,,,,1.31745565,24.0,
24,134,24-134,Leaf,,,,,0.165249184,46.0,
24,135,24-135,Leaf,,,,,0.402780533,184.0,
24,136,24-136,Leaf,,,,,0.0483875647,1297.0,
24,137,24-137,Leaf,,,,,-0.0316043012,1755.0,
24,138,24-138,Leaf,,,,,0.800508797,100.0,
24,139,24-139,Leaf,,,,,0.15971078,4541.0,
24,140,24-140,Leaf,,,,,0.288007796,836.0,
24,141,24-141,Leaf,,,,,0.23454456,22.0,
24,142,24-142,Leaf,,,,,1.58078003,3.0,
24,143,24-143,Leaf,,,,,0.384657472,936.0,
24,144,24-144,Leaf,,,,,1.49755383,8.0,
24,145,24-145,Leaf,,,,,0.556902766,139.0,
24,146,24-146,Leaf,,,,,1.92113805,11.0,
24,147,24-147,Leaf,,,,,-0.236448631,34.0,
24,148,24-148,Leaf,,,,,-4.99842119,2.0,
24,149,24-149,Leaf,,,,,0.741877317,55.0,
24,150,24-150,Leaf,,,,,0.187206104,433.0,
24,151,24-151,Leaf,,,,,0.44319424,1155.0,
24,152,24-152,Leaf,,,,,1.0600158,59.0,
24,153,24-153,Leaf,,,,,1.02916205,176.0,
24,154,24-154,Leaf,,,,,0.25964579,18.0,
24,155,24-155,Leaf,,,,,-3.49114394,1.0,
24,156,24-156,Leaf,,,,,0.952803075,3.0,
24,157,24-157,Leaf,,,,,0.951929986,102.0,
24,158,24-158,Leaf,,,,,1.71629047,40.0,
24,159,24-159,Leaf,,,,,0.0689755306,445.0,
24,160,24-160,Leaf,,,,,-1.79192543,12.0,
24,161,24-161,Leaf,,,,,0.0733894333,15.0,
24,162,24-162,Leaf,,,,,-14.5537357,1.0,
24,163,24-163,Leaf,,,,,0.831823528,27.0,
24,164,24-164,Leaf,,,,,0.287358522,238.0,
24,165,24-165,Leaf,,,,,0.83247149,24.0,
24,166,24-166,Leaf,,,,,2.21913004,11.0,
24,167,24-167,Leaf,,,,,-1.33138025,2.0,
24,168,24-168,Leaf,,,,,0.825763345,106.0,
24,169,24-169,Leaf,,,,,0.158298686,34.0,
24,170,24-170,Leaf,,,,,-8.68290424,1.0,
24,171,24-171,Leaf,,,,,0.782512248,140.0,
24,172,24-172,Leaf,,,,,0.134899616,20.0,
24,173,24-173,Leaf,,,,,1.96862221,13.0,
24,174,24-174,Leaf,,,,,1.07183874,134.0,
24,175,24-175,Leaf,,,,,2.28602743,14.0,
24,176,24-176,Leaf,,,,,1.20330811,11.0,
24,177,24-177,Leaf,,,,,0.98070842,182.0,
24,178,24-178,Leaf,,,,,1.54249537,38.0,
24,179,24-179,Leaf,,,,,3.15839076,6.0,
24,180,24-180,Leaf,,,,,0.290667742,1.0,
24,181,24-181,Leaf,,,,,1.89468122,33.0,
24,182,24-182,Leaf,,,,,1.30553424,67.0,
25,0,25-0,manggarai_air_lag1,630.0,25-1,25-2,25-2,164156.625,27100.0,
25,1,25-1,manggarai_air_lag1,585.0,25-3,25-4,25-4,17392.0938,13211.0,
25,2,25-2,manggarai_air_lag1,705.0,25-5,25-6,25-6,68279.2031,13889.0,
25,3,25-3,manggarai_air_lag2,630.0,25-7,25-8,25-8,2738.53516,2949.0,
25,4,25-4,manggarai_air_lag1,612.5,25-9,25-10,25-10,4614.48047,10262.0,
25,5,25-5,manggarai_air_lag1,665.0,25-11,25-12,25-12,16173.0273,12554.0,
25,6,25-6,manggarai_air_lag1,770.0,25-13,25-14,25-14,6650.15625,1335.0,
25,7,25-7,manggarai_air_lag2,625.0,25-15,25-16,25-16,3668.50781,2927.0,
25,8,25-8,dayofyear_sin,0.950790346,25-17,25-18,25-18,468.964661,22.0,
25,9,25-9,depok_air_lag9,111.0,25-19,25-20,25-20,2611.68359,7430.0,
25,10,25-10,manggarai_air_lag2,612.5,25-21,25-22,25-22,5066.74316,2832.0,
25,11,25-11,depok_air_lag6,210.0,25-23,25-24,25-24,4339.69336,9522.0,
25,12,25-12,depok_air_lag12,125.0,25-25,25-26,25-26,4544.02344,3032.0,
25,13,25-13,manggarai_air_lag2,700.0,25-27,25-28,25-28,5214.78906,1116.0,
25,14,25-14,manggarai_air_lag1,835.0,25-29,25-30,25-30,1720.875,219.0,
25,15,25-15,manggarai_cuaca_lag4_hujan,1.0,25-31,25-32,25-32,2996.50781,2926.0,
25,16,25-16,Leaf,,,,,-4.76720572,1.0,
25,17,25-17,manggarai_air_lag2,685.0,25-33,25-34,25-34,155.138321,18.0,
25,18,25-18,Leaf,,,,,1.49628294,4.0,
25,19,25-19,manggarai_air_lag2,612.5,25-35,25-36,25-36,1591.54297,7373.0,
25,20,25-20,depok_air_lag13,120.0,25-37,25-38,25-38,1587.88452,57.0,
25,21,25-21,katulampa_air_lag4,90.0,25-39,25-40,25-40,2414.50244,175.0,
25,22,25-22,katulampa_cuaca_lag18_hujan,1.0,25-41,25-42,25-42,2156.01465,2657.0,
25,23,25-23,manggarai_air_lag2,602.5,25-43,25-44,25-44,3980.72656,9507.0,
25,24,25-24,manggarai_air_lag14,651.0,25-45,25-46,25-46,900.234375,15.0,
25,25,25-25,manggarai_air_lag1,690.0,25-47,25-48,25-48,2880.13672,1808.0,
25,26,25-26,depok_air_lag9,160.0,25-49,25-50,25-50,5084.12451,1224.0,
25,27,25-27,manggarai_cuaca_lag1_hujan,1.0,25-51,25-52,25-52,2901.64844,144.0,
25,28,25-28,dayofyear_sin,0.120126165,25-53,25-54,25-54,1772.09766,972.0,
25,29,25-29,katulampa_air_lag14,35.0,25-55,25-56,25-56,1085.03516,204.0,
25,30,25-30,manggarai_air_lag4,850.0,25-57,25-58,25-58,116.94043,15.0,
25,31,25-31,manggarai_cuaca_lag1_hujan,1.0,25-59,25-60,25-60,1816.24609,2909.0,
25,32,25-32,time_index,157.0,25-61,25-62,25-62,20930.4805,17.0,
25,33,25-33,depok_air_lag12,92.5,25-63,25-64,25-64,24.2853813,11.0,
25,34,25-34,manggarai_air_lag12,685.0,25-65,25-66,25-66,89.5569153,7.0,
25,35,25-35,manggarai_air_lag1,605.0,25-67,25-68,25-68,1438.90625,7108.0,
25,36,25-36,manggarai_cuaca_lag12_hujan,1.0,25-69,25-70,25-70,9601.68359,265.0,
25,37,25-37,time_index,25364.0,25-71,25-72,25-72,1171.52197,54.0,
25,38,25-38,hour_sin,-0.707106769,25-73,25-74,25-74,552.348633,3.0,
25,39,25-39,dayofyear_sin,-0.677239954,25-75,25-76,25-76,1500.55127,173.0,
25,40,25-40,Leaf,,,,,3.26080942,2.0,
25,41,25-41,manggarai_air_lag2,630.0,25-77,25-78,25-78,2198.00513,2496.0,
25,42,25-42,depok_air_lag24,106.0,25-79,25-80,25-80,31090.9453,161.0,
25,43,25-43,hour_sin,-0.707106769,25-81,25-82,25-82,7369.10986,55.0,
25,44,25-44,manggarai_air_lag2,607.5,25-83,25-84,25-84,7169.76758,9452.0,
25,45,25-45,depok_air_lag9,80.0,25-85,25-86,25-86,233.415039,13.0,
25,46,25-46,Leaf,,,,,-0.158390298,2.0,
25,47,25-47,manggarai_air_lag2,650.0,25-87,25-88,25-88,2123.93359,1441.0,
25,48,25-48,time_index,689.0,25-89,25-90,25-90,2285.18359,367.0,
25,49,25-49,dayofyear_cos,0.309834898,25-91,25-92,25-92,1456.40625,1208.0,
25,50,25-50,manggarai_cuaca_lag4_hujan,1.0,25-93,25-94,25-94,40563.0352,16.0,
25,51,25-51,depok_cuaca_lag7_hujan,1.0,25-95,25-96,25-96,1858.98047,112.0,
25,52,25-52,manggarai_air_lag12,685.0,25-97,25-98,25-98,1223.61914,32.0,
25,53,25-53,katulampa_air_lag19,100.0,25-99,25-100,25-100,2170.23633,403.0,
25,54,25-54,depok_cuaca_lag6_hujan,1.0,25-101,25-102,25-102,1112.875,569.0,
25,55,25-55,manggarai_air_lag6,720.0,25-103,25-104,25-104,414.255859,61.0,
25,56,25-56,depok_air_lag9,125.0,25-105,25-106,25-106,1073.94336,143.0,
25,57,25-57,Leaf,,,,,2.56370211,14.0,
25,58,25-58,Leaf,,,,,0.580664098,1.0,
25,59,25-59,manggarai_air_lag1,570.0,25-107,25-108,25-108,886.304688,2884.0,
25,60,25-60,manggarai_air_lag20,602.5,25-109,25-110,25-110,2528.70752,25.0,
25,61,25-61,Leaf,,,,,-11.4122992,1.0,
25,62,25-62,manggarai_air_lag5,586.0,25-111,25-112,25-112,180.242218,16.0,
25,63,25-63,Leaf,,,,,0.356984466,2.0,
25,64,25-64,time_index,13301.0,25-113,25-114,25-114,9.71630001,9.0,
25,65,25-65,hour_sin,0.258819044,25-115,25-116,25-116,24.1300354,5.0,
25,66,25-66,time_index,8789.0,25-117,25-118,25-118,0.00506484509,2.0,
25,67,25-67,dayofyear_sin,-0.985423744,25-119,25-120,25-120,941.011719,5563.0,
25,68,25-68,manggarai_air_lag4,602.5,25-121,25-122,25-122,1398.2959,1545.0,
25,69,25-69,depok_air_lag19,125.0,25-123,25-124,25-124,1346.99707,255.0,
25,70,25-70,hour_cos,-0.707106769,25-125,25-126,25-126,67348.8828,10.0,
25,71,25-71,depok_air_lag14,96.0,25-127,25-128,25-128,846.259277,38.0,
25,72,25-72,depok_air_lag9,165.0,25-129,25-130,25-130,346.236908,16.0,
25,73,25-73,Leaf,,,,,0.160772711,1.0,
25,74,25-74,Leaf,,,,,3.04800415,2.0,
25,75,25-75,hour_cos,0.965925813,25-131,25-132,25-132,1398.60352,37.0,
25,76,25-76,hour_cos,0.5,25-133,25-134,25-134,1831.9834,136.0,
25,77,25-77,manggarai_air_lag1,620.0,25-135,25-136,25-136,1394.71411,2236.0,
25,78,25-78,depok_air_lag9,130.0,25-137,25-138,25-138,2023.22241,260.0,
25,79,25-79,depok_air_lag19,70.0,25-139,25-140,25-140,572.712524,148.0,
25,80,25-80,katulampa_air_lag14,15.0,25-141,25-142,25-142,60398.75,13.0,
25,81,25-81,time_index,4269.0,25-143,25-144,25-144,3035.36426,9.0,
25,82,25-82,depok_air_lag6,185.0,25-145,25-146,25-146,1409.56909,46.0,
25,83,25-83,dayofyear_sin,0.681972146,25-147,25-148,25-148,69547.8281,11.0,
25,84,25-84,manggarai_air_lag2,630.0,25-149,25-150,25-150,2895.85352,9441.0,
25,85,25-85,Leaf,,,,,0.260421753,1.0,
25,86,25-86,Leaf,,,,,2.15172362,12.0,
25,87,25-87,manggarai_air_lag12,705.0,25-151,25-152,25-152,2411.10938,83.0,
25,88,25-88,manggarai_air_lag12,780.0,25-153,25-154,25-154,1931.73047,1358.0,
25,89,25-89,hour_cos,-0.5,25-155,25-156,25-156,897.757019,7.0,
25,90,25-90,manggarai_cuaca_lag5_hujan,1.0,25-157,25-158,25-158,1871.60547,360.0,
25,91,25-91,manggarai_cuaca_lag1_hujan,1.0,25-159,25-160,25-160,2065.74121,606.0,
25,92,25-92,depok_air_lag13,190.0,25-161,25-162,25-162,4422.36426,602.0,
25,93,25-93,manggarai_air_lag4,675.0,25-163,25-164,25-164,342.745605,15.0,
25,94,25-94,Leaf,,,,,-14.8754749,1.0,
25,95,25-95,depok_air_lag6,106.0,25-165,25-166,25-166,1676.39258,86.0,
25,96,25-96,depok_air_lag9,145.0,25-167,25-168,25-168,583.289062,26.0,
25,97,25-97,katulampa_air_lag21,29.0,25-169,25-170,25-170,1719.28711,25.0,
25,98,25-98,hour_sin,-0.866025388,25-171,25-172,25-172,632.857605,7.0,
25,99,25-99,manggarai_air_lag14,675.0,25-173,25-174,25-174,919.839844,393.0,
25,100,25-100,manggarai_air_lag2,720.0,25-175,25-176,25-176,14395.6006,10.0,
25,101,25-101,depok_air_lag24,305.0,25-177,25-178,25-178,1154.2793,485.0,
25,102,25-102,manggarai_air_lag20,651.0,25-179,25-180,25-180,1033.21094,84.0,
25,103,25-103,manggarai_air_lag4,612.5,25-181,25-182,25-182,137.280273,37.0,
25,104,25-104,depok_air_lag6,125.0,25-183,25-184,25-184,404.22876,24.0,
25,105,25-105,Leaf,,,,,-0.826477051,2.0,
25,106,25-106,manggarai_cuaca_lag1_hujan,1.0,25-185,25-186,25-186,1093.75781,141.0,
25,107,25-107,Leaf,,,,,-0.521924317,1525.0,
25,108,25-108,Leaf,,,,,-0.409536809,1359.0,
25,109,25-109,Leaf,,,,,0.0869816914,24.0,
25,110,25-110,Leaf,,,,,3.79215097,1.0,
25,111,25-111,Leaf,,,,,-0.612282217,15.0,
25,112,25-112,Leaf,,,,,0.464025885,1.0,
25,113,25-113,Leaf,,,,,-0.101809695,3.0,
25,114,25-114,Leaf,,,,,0.0941432416,6.0,
25,115,25-115,Leaf,,,,,1.08318031,3.0,
25,116,25-116,Leaf,,,,,0.347070307,2.0,
25,117,25-117,Leaf,,,,,0.0249450691,1.0,
25,118,25-118,Leaf,,,,,0.0939666778,1.0,
25,119,25-119,Leaf,,,,,-0.423741966,297.0,
25,120,25-120,Leaf,,,,,-0.240476176,5266.0,
25,121,25-121,Leaf,,,,,0.138153911,160.0,
25,122,25-122,Leaf,,,,,-0.173418447,1385.0,
25,123,25-123,Leaf,,,,,-0.420687586,233.0,
25,124,25-124,Leaf,,,,,0.384942621,22.0,
25,125,25-125,Leaf,,,,,-19.9706211,1.0,
25,126,25-126,Leaf,,,,,0.286289066,9.0,
25,127,25-127,Leaf,,,,,0.862559974,28.0,
25,128,25-128,Leaf,,,,,-0.187900051,10.0,
25,129,25-129,Leaf,,,,,-0.545671463,15.0,
25,130,25-130,Leaf,,,,,0.881503284,1.0,
25,131,25-131,Leaf,,,,,0.0342513584,34.0,
25,132,25-132,Leaf,,,,,-1.94165802,3.0,
25,133,25-133,Leaf,,,,,0.294098586,95.0,
25,134,25-134,Leaf,,,,,1.09219623,41.0,
25,135,25-135,Leaf,,,,,-0.194073096,573.0,
25,136,25-136,Leaf,,,,,-0.0132743362,1663.0,
25,137,25-137,Leaf,,,,,-0.394998759,258.0,
25,138,25-138,Leaf,,,,,2.22555137,2.0,
25,139,25-139,Leaf,,,,,1.13900459,3.0,
25,140,25-140,Leaf,,,,,-0.0740319714,145.0,
25,141,25-141,Leaf,,,,,-13.7849092,4.0,
25,142,25-142,Leaf,,,,,-0.0692309588,9.0,
25,143,25-143,Leaf,,,,,4.55439186,6.0,
25,144,25-144,Leaf,,,,,0.545805395,3.0,
25,145,25-145,Leaf,,,,,0.50453335,45.0,
25,146,25-146,Leaf,,,,,-2.2223146,1.0,
25,147,25-147,Leaf,,,,,0.96525383,10.0,
25,148,25-148,Leaf,,,,,-19.3808708,1.0,
25,149,25-149,Leaf,,,,,0.474395335,202.0,
25,150,25-150,Leaf,,,,,0.0925078914,9239.0,
25,151,25-151,Leaf,,,,,0.765853822,80.0,
25,152,25-152,Leaf,,,,,3.32200313,3.0,
25,153,25-153,Leaf,,,,,0.389302373,1343.0,
25,154,25-154,Leaf,,,,,-0.720050812,15.0,
25,155,25-155,Leaf,,,,,-2.81668091,1.0,
25,156,25-156,Leaf,,,,,-0.304738075,6.0,
25,157,25-157,Leaf,,,,,0.658489823,307.0,
25,158,25-158,Leaf,,,,,1.30641437,53.0,
25,159,25-159,Leaf,,,,,0.315998912,582.0,
25,160,25-160,Leaf,,,,,1.24711335,24.0,
25,161,25-161,Leaf,,,,,0.173302025,591.0,
25,162,25-162,Leaf,,,,,-1.76617038,11.0,
25,163,25-163,Leaf,,,,,1.07072604,3.0,
25,164,25-164,Leaf,,,,,0.00171180151,12.0,
25,165,25-165,Leaf,,,,,-0.199169919,12.0,
25,166,25-166,Leaf,,,,,1.05885696,74.0,
25,167,25-167,Leaf,,,,,2.06488204,22.0,
25,168,25-168,Leaf,,,,,0.56945318,4.0,
25,169,25-169,Leaf,,,,,1.74325454,16.0,
25,170,25-170,Leaf,,,,,3.67389154,9.0,
25,171,25-171,Leaf,,,,,1.77315068,3.0,
25,172,25-172,Leaf,,,,,-0.00455810549,4.0,
25,173,25-173,Leaf,,,,,0.514868915,288.0,
25,174,25-174,Leaf,,,,,0.866155267,105.0,
25,175,25-175,Leaf,,,,,-8.51694965,1.0,
25,176,25-176,Leaf,,,,,0.796865225,9.0,
25,177,25-177,Leaf,,,,,0.775254786,483.0,
25,178,25-178,Leaf,,,,,2.79515171,2.0,
25,179,25-179,Leaf,,,,,0.54996562,21.0,
25,180,25-180,Leaf,,,,,1.3968153,63.0,
25,181,25-181,Leaf,,,,,0.651084363,2.0,
25,182,25-182,Leaf,,,,,2.00625587,35.0,
25,183,25-183,Leaf,,,,,-0.06308797,2.0,
25,184,25-184,Leaf,,,,,1.38865519,22.0,
25,185,25-185,Leaf,,,,,1.07213771,121.0,
25,186,25-186,Leaf,,,,,1.9031893,20.0,
26,0,26-0,manggarai_air_lag1,630.0,26-1,26-2,26-2,149082.328,27250.0,
26,1,26-1,manggarai_air_lag20,20.0,26-3,26-4,26-4,24169.0547,13177.0,
26,2,26-2,manggarai_air_lag1,685.0,26-5,26-6,26-6,55454.0469,14073.0,
26,3,26-3,Leaf,,,,,-11.2308149,1.0,
26,4,26-4,manggarai_air_lag1,595.0,26-7,26-8,26-8,12461.4375,13176.0,
26,5,26-5,manggarai_air_lag1,655.0,26-9,26-10,26-10,7939.12109,11704.0,
26,6,26-6,manggarai_air_lag1,745.0,26-11,26-12,26-12,10512.1016,2369.0,
26,7,26-7,dayofyear_sin,-0.793189704,26-13,26-14,26-14,3451.35156,5166.0,
26,8,26-8,depok_air_lag9,130.0,26-15,26-16,26-16,3462.51367,8010.0,
26,9,26-9,manggarai_air_lag2,630.0,26-17,26-18,26-18,5539.29102,8090.0,
26,10,26-10,manggarai_air_lag2,660.0,26-19,26-20,26-20,5569.0625,3614.0,
26,11,26-11,manggarai_air_lag2,685.0,26-21,26-22,26-22,3691.08203,1904.0,
26,12,26-12,depok_air_lag9,111.0,26-23,26-24,26-24,2565.8125,465.0,
26,13,26-13,manggarai_cuaca_lag5_hujan,1.0,26-25,26-26,26-26,7312.91016,2076.0,
26,14,26-14,manggarai_air_lag2,612.5,26-27,26-28,26-28,1816.51562,3090.0,
26,15,26-15,depok_air_lag23,190.0,26-29,26-30,26-30,3401.1875,7971.0,
26,16,26-16,dayofyear_cos,-0.33628872,26-31,26-32,26-32,1749.66382,39.0,
26,17,26-17,depok_cuaca_lag4_hujan,1.0,26-33,26-34,26-34,1532.01416,253.0,
26,18,26-18,time_index,19527.0,26-35,26-36,26-36,3672.96826,7837.0,
26,19,26-19,depok_air_lag10,106.0,26-37,26-38,26-38,2345.37598,393.0,
26,20,26-20,time_index,21383.0,26-39,26-40,26-40,3260.9668,3221.0,
26,21,26-21,time_index,14761.0,26-41,26-42,26-42,2568.13281,279.0,
26,22,26-22,depok_air_lag3,120.0,26-43,26-44,26-44,3458.29688,1625.0,
26,23,26-23,depok_air_lag23,125.0,26-45,26-46,26-46,450.429688,35.0,
26,24,26-24,manggarai_air_lag1,835.0,26-47,26-48,26-48,2513.08594,430.0,
26,25,26-25,dayofyear_sin,-0.794497311,26-49,26-50,26-50,5335.70312,2071.0,
26,26,26-26,time_index,157.0,26-51,26-52,26-52,14238.9336,5.0,
26,27,26-27,manggarai_air_lag1,580.0,26-53,26-54,26-54,1450.20117,3065.0,
26,28,26-28,depok_air_lag3,85.0,26-55,26-56,26-56,562.779968,25.0,
26,29,26-29,manggarai_air_lag17,610.0,26-57,26-58,26-58,2966.0332,7961.0,
26,30,26-30,manggarai_air_lag5,625.0,26-59,26-60,26-60,17274.1797,10.0,
26,31,26-31,depok_air_lag10,92.5,26-61,26-62,26-62,643.201904,8.0,
26,32,26-32,depok_air_lag12,111.0,26-63,26-64,26-64,896.530884,31.0,
26,33,26-33,depok_air_lag14,92.5,26-65,26-66,26-66,922.775391,212.0,
26,34,26-34,depok_cuaca_lag1_hujan,1.0,26-67,26-68,26-68,697.655273,41.0,
26,35,26-35,manggarai_air_lag7,520.0,26-69,26-70,26-70,3624.5835,2356.0,
